keyword,rank,count,keywords,ranks,counts
,,,"['sentences', 'different speakers', 'general discourse', 'The sentence model', 'the sentence model', 'the current sentence', 'semantic vectors', 'the single sentence', 'the current speaker', 'a dialogue act classification experiment', 'dialogues', 'meaning', 'a novel hierarchical\nconvolutional neural network', 'a recurrent neural network', 'The discourse model', 'a discourse model', 'the discourse model', 'compositionality', 'a novel way', 'state', 'convolution', 'both a\nsentence model', 'paragraphs', 'feature engineering', 'simple\ngreedy decoding', 'the art performance', 'pretraining', 'the meaning', 'words', 'the central\noperation', 'the interaction', '  The compositionality', 'the two levels', 'both the sequentiality', 'We', 'that', 'two']","[0.1437411543696064, 0.1199163081103628, 0.10453789431897782, 0.090355445254877, 0.090355445254877, 0.08937149554120741, 0.08336405976688749, 0.07807898690187218, 0.0765849759209994, 0.07543677643175871, 0.07500386504704745, 0.07473416780670351, 0.074277977561282, 0.0727967624368703, 0.0725477079303397, 0.0725477079303397, 0.0725477079303397, 0.07215609729121111, 0.06531455865004017, 0.05543329711274232, 0.05329825117894592, 0.05324245671404449, 0.0506754744136, 0.04561326290759247, 0.04420194632494373, 0.04133994501276596, 0.04108871214548658, 0.034518233520690354, 0.03201712687563203, 0.028471505135288695, 0.026707240596422484, 0.024201890780135474, 0.01885787738681108, 0.017758175144723283, 0.0, 0.0, 0.0]","[3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['modern equivalent', 'linguistic research', 'statistical methods', 'part', 'speech', 'digital\nform', 'the supervised modern version', 'Creative Commons', 'statistical\nmachine translation techniques', 'probabilistic context-sensitive rules', 'very low character error rates', 'historical Spanish compiles', 'attestations', 'spelling', 'order', 'sa', 'the most frequent word forms', 'nc', 'the text', 'the texts', 'addition', 'The automatic modernisation', 'the automatic modernisation', 'the different variants', 'their lemma', 'the Text\nEncoding Initiative recommendations', 'their intensive exploitation', 'Spanish', 'the documents', 'diachronic textual\nresources', 'the Text\nEncoding Initiative', 'the accompanying lexicon', 'an open license', 'more than 10 thousand lemmas', 'the application', 'the annotation criteria', 'a\ncomplementary lexicon', 'the output', 'the represent', '  The IMPACT-es diachronic corpus', 'the words', 'the possible synergies', 'This textual\ncorpus', 'this type', 'the standards', 'the corpus', 'the coverage', 'more than 10 thousand', 'approximately 8 million words--', '(a selection', 'This paper', 'an illustration', 'over one\nhundred books', 'Approximately 7%', 'approximately 8 million', 'hundred', 'we', 'which']","[0.11293960921753744, 0.08643522863688714, 0.08115758739999408, 0.07899709605838397, 0.06826904286337857, 0.06689495422527654, 0.06326930444717004, 0.059057456781864665, 0.05854501349567436, 0.0562222164991703, 0.0534489738787123, 0.0532331184195365, 0.052336060608888534, 0.051805498479184156, 0.048856141145277844, 0.04771373732614654, 0.0473977301996554, 0.046539655860209424, 0.0452026412322304, 0.0452026412322304, 0.04363582175369276, 0.04036992072305341, 0.04036992072305341, 0.039035336284624786, 0.03892897073001869, 0.0368057253894791, 0.03619010023812691, 0.03539942602326196, 0.034881323778954774, 0.032098205028483526, 0.03086001233106739, 0.030212190556299694, 0.028962197543111676, 0.028276579838838918, 0.025746151882237552, 0.025671792920906756, 0.025167759034154386, 0.024912532070933843, 0.023651692067598654, 0.021286525675692235, 0.021156685697970856, 0.020096601558862354, 0.01979334546789969, 0.019611262290847743, 0.019555585603239577, 0.01932432365041788, 0.018868844614251583, 0.012618450843064627, 0.011533220924505027, 0.011473027583773414, 0.010845045411139575, 0.010845045411139575, 0.009588454890337599, 0.007875502549913763, 0.0, 0.0, 0.0, 0.0]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]"
,,,"['traditional complex networks measurements', 'automatic learning techniques', 'significative accuracy rates', 'problem', 'meanings', 'topological arrangement', 'assortativity', '10 polysemous words', 'such deterministic\nwalk', 'clustering\ncoefficient', 'characterization', 'the deterministic tourist walk', 'the tourist walk characterization', 'other related\napplications', 'the learning process', 'the structural organization', 'both techniques', 'the problem', 'a learning\ntechnique', 'the\nsuitable meanings', 'first', 'the senses', 'these patterns', 'the attribute\nspace', 'the\ndisambiguation process', 'namely semantical and topological\napproaches', 'the discrimination', 'the data', 'the first time', 'both animal and human\nbrains', 'the\ncharacterization', 'such a kind', 'two types', '  Patterns', 'our finding', 'our knowledge', 'this paper', '10', 'one', 'this', 'two', 'we']","[0.11339040024444619, 0.10009015705066446, 0.09371914210267293, 0.08772394359281592, 0.07949041530037747, 0.070517321447066, 0.0695615763108502, 0.06809134364731198, 0.0644184607286198, 0.05921201329418031, 0.057423761430016755, 0.057165839450341684, 0.05579196452699148, 0.05285400622927445, 0.0501096576881594, 0.042681962192163636, 0.04059181874420044, 0.040517953958150256, 0.040351672525344294, 0.03778640564763626, 0.03569451060080565, 0.035634033273864184, 0.03440008780881892, 0.03316593073721193, 0.03258643701198379, 0.03157853873106292, 0.030661872508613266, 0.027814064011943924, 0.026968437710007967, 0.026790611869244158, 0.019260515112187196, 0.017178338263610624, 0.01679299309874521, 0.014553301359835886, 0.014553301359835886, 0.014553301359835886, 0.014553301359835886, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3]"
,,,"['natural language', 'dialogue system', 'dialogues system', 'challenges', 'the dialogue system', 'many universities', 'info', 'their\nregional language', 'a system', 'its evaluation', 'the researchers', 'its\ncomponents', '  A Dialogue System', 'This paper', 'which']","[0.21298001854087323, 0.20210922017771626, 0.20210922017771626, 0.11567689160710132, 0.10718460009599114, 0.09996459606129782, 0.09334858293863535, 0.08005222103494132, 0.07463698302465331, 0.06904459578071406, 0.0346287518672535, 0.03397616766389348, 0.03396442000718574, 0.028608604471467448, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['Punjabi language interface', 'native language', 'various e-governance applications', 'users', 'Online Grievance Cell', 'native people', 'Land Records Management System', 'most user-computer interfaces', 'a natural language interface', 'the Natural language interface', 'Punjab Sewa', 'e', 'Databases', 'database', 'agriculture', 'Punjab', 'their rigid interface', 'the end-user friendly interface', 'applications', 'Online Public\nUtility Forms', 'District', 'techniques', 'Natural', 'Suwidha, Online Public\nUtility Forms, Online Grievance Cell', 'Punjabi', 'ease', 'Suwidha', 'approaches', 'disadvantages', 'respond', '6,900 languages', 'questions', 'humans', 'a computer system', 'the computer systems', 'commands', 'a user', 'the users', 'interaction', 'legacy\nmatters', 'the United Nations', 'database and\nfuture enhancements', 'top', 'the\nuser', 'very little\npreparation', 'NLIDB', 'its different\ncomponents', 'its advantages', 'the world', 'available\ninformation', 'the mother tongue', 'a total', 'A good NLIDB', 'a large number', 'more\nthan 110 million people', 'a brief\noverview', 'the work', 'This paper', 'The\npaper', '10th', '110 million', '6,900', 'it', 'that', 'them']","[0.14194466820632015, 0.11876957317726342, 0.10979862129319276, 0.09334635204426556, 0.090661985532956, 0.09060340672993583, 0.0880753886538823, 0.08424012087809353, 0.08384243282410571, 0.08384243282410571, 0.08332527500522167, 0.07673059958738788, 0.07281206054258298, 0.07281206054258298, 0.07210919770029361, 0.07140685616547421, 0.06446078108402724, 0.06365236567588392, 0.06057887610674679, 0.05950726443250087, 0.0574458033392909, 0.0543639152372552, 0.05407152375796439, 0.05379415815255508, 0.05364797422699629, 0.051218755518228035, 0.05062779223893648, 0.050380597769745045, 0.049615815479517926, 0.048869257608248166, 0.04647050482513747, 0.04600101226908625, 0.04419417894356459, 0.04358053908686122, 0.04358053908686122, 0.04324761419218662, 0.04311483318450104, 0.04311483318450104, 0.0409695487634011, 0.039848966204235545, 0.03894792641767086, 0.03805801424100595, 0.03802446806156256, 0.031309318293390634, 0.026963845365209932, 0.026630106214775965, 0.02441548149411618, 0.021717384168549028, 0.020902941864125873, 0.020119960632605346, 0.020119960632605346, 0.018461739574458447, 0.017760620607969412, 0.017760620607969412, 0.017262671204984033, 0.015602643416854535, 0.013142303251938171, 0.010857584954412025, 0.007884608570338123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
,,,"['several written forms', 'pre-processing steps', 'nDCG 78.47%', 'Co-reference normalization', 'document', '68.93%', '78.47%', 'automatic key phrase extraction', 'freebase categories', 'additional semantic features', 'semantic features', 'slight improvements', 'Key phrases', 'categories', 'indexing', 'significant improvements', 'Gold Standard', 'a unique form', 'a useful approximation', '-', 'signal words', 'evaluation', 'search', 'personalized\nservices', 'Light filtering', 'Freebase sub', 'light\nfiltering and co-reference normalization', 'combination', 'processing', '2 forms', 'Amazons Mechanical\nTurk service', 'labeled\ndocuments', 'training', 'key\nphrase selection', 'Amazon', 'the same named\nentity', 'its main content', 'deeper semantic features', 'performance', 'the nDCG scores', 'sentences', 'the document', 'Mechanical\nTurk', '  Fast and effective automated indexing', 'a true ""Gold Standard', 'the main\nconcepts', 'These features', 'these features', 'the\nbiggest improvements', 'a ""Gold Standard', 'the results', 'one or more words', 'the purpose', 'the subjective nature', 'the accuracy', 'a set', 'the use', 'Our data', 'The inclusion', 'this\npaper', '2', 'Some', 'We', 'itself', 'one', 'that', 'we', 'which']","[0.10478878592682508, 0.09200228692456025, 0.08453898013444405, 0.08396760991358954, 0.07522319606766752, 0.07506771534355582, 0.07506771534355582, 0.07453628096821996, 0.07109659880904494, 0.06927880301440133, 0.06919100473731665, 0.06869191213381115, 0.06724893825514698, 0.06587675688614063, 0.06204865514718239, 0.06097482086645108, 0.05929560734591563, 0.05726093092849977, 0.05441922796229473, 0.05404932753220916, 0.0535479543211194, 0.05286701808190186, 0.04917521436831101, 0.04900308310311177, 0.04894481119630796, 0.04745665790744116, 0.04726846066225909, 0.04680040744301563, 0.04413550098854753, 0.04386176192602905, 0.04206308901003161, 0.04206265971300137, 0.04119915894586525, 0.04078695153966778, 0.040350880413755584, 0.039212912573513684, 0.038013498670220615, 0.03669407148515035, 0.03663553632525682, 0.036057377222505474, 0.035234310094126316, 0.034744105999177474, 0.031092197205786883, 0.029539821446161487, 0.02820706027314461, 0.02670506721000269, 0.02434792097026349, 0.02434792097026349, 0.02342541709572165, 0.022822889908617822, 0.02218780614536068, 0.021775680882415913, 0.02109892982328354, 0.01711056212750361, 0.016970736425534743, 0.016123410664055853, 0.015947312958558908, 0.010460162384259269, 0.010460162384259269, 0.007596006508661515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1]"
,,,"['AKE accuracy', 'AKE precision', 'further processing', 'AKE', 'BN', 'Key phrases', 'Broadcast News', 'Multimedia Monitoring Solution', 'light filtering', 'MAUI toolkit', '4 radio channels', 'improvements', 'the document sentences', 'AKE\naccuracy', 'TV and radio\nnews/programs', 'automatic key phrase\nextraction', 'features', 'our AKE method', '110 manually annotated news stories', 'a document', 'the document', 'expressions', 'MAUI', 'a supervised learning\napproach', '12 TV', 'words', '8 BN\nprograms', 'marginally relevant sentences', 'a gold standard', 'a Multimedia Monitoring Solution (MMS) system', 'Elimination', 'a 2% improvement', '10%', '2%', 'the content', 'this hypothesis', 'the impact', 'as little\nas 10%', 'Our experiments', 'The experiments', '  This paper', '110', '12', '4', '8', 'This', 'We', 'daily', 'that']","[0.11218319823861556, 0.1011016333107545, 0.09667411179613544, 0.09397198948418024, 0.07823977458018816, 0.07696717785393543, 0.07669531888684158, 0.06687778007643723, 0.06481926748552733, 0.06408452807482232, 0.0604008844692365, 0.059710848263436825, 0.059511888324153356, 0.05949412515728986, 0.05825046568135751, 0.055928593541162246, 0.05541095442950551, 0.05263216525355828, 0.05184857154103986, 0.04631008862815378, 0.04631008862815378, 0.046293614955759024, 0.044982522959336045, 0.04396872933788746, 0.0410153877716121, 0.04086489825545311, 0.038720061211688285, 0.03816870111977172, 0.03721972612568538, 0.03486906014093838, 0.032256888277191656, 0.031856802927661784, 0.02972290352940118, 0.02972290352940118, 0.027472774072311697, 0.021919578407115642, 0.01912020094906708, 0.01872153318488276, 0.01489881850404503, 0.01489881850404503, 0.010819289239562494, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
,,,"['such events', 'such data', 'Events', 'earthquakes', 'news articles', 'the Amazon Mechanical Turk service', 'many problems', 'our preliminary evaluation results', 'specific passages', 'information', 'Named Entities', 'battles', 'the Amazon Mechanical Turk', 'Named Entities to Named Events -', '- commonly occurring\nevents', '""Gold Standard"" data', 'a method', 'the concept', 'We', 'that']","[0.16688853140183935, 0.14150839446515215, 0.1278657158329307, 0.10633221545575237, 0.10238906822138288, 0.09606096517679741, 0.09528628504718557, 0.09025878881994359, 0.0887785727461048, 0.08608754633160151, 0.08454090938114586, 0.0842445934587261, 0.0749334884396652, 0.06633948346504565, 0.04447211695113271, 0.04441592613340248, 0.027128293261533088, 0.024194458197999688, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1]"
,,,"['relationship extraction', 'clinical relationships', 'relationship', 'relationships', 'medical texts', 'information extraction', 'many approaches', 'entities', 'relations', 'ML', 'Many features', 'NLP', 'Multiple supervised\nmachine learning algorithms', 'clinically important entities', 'Text\nmining', 'the relationship', 'important\ninformation', 'supervised\nmachine learning (ML) approaches', 'evidence-based healthcare and genotype-meets-phenotype informatics', 'statistical machine\nlearning (ML) approaches', 'the text', 'oncology narratives', 'clinical\nresearch', 'The system', 'a system', 'the system', 'domain-specific grammars', 'one part concerns', 'these\ntexts', 'the classifier', 'the second part', '  The Clinical E-Science Framework (CLEF) project', 'Effects', 'Keywords', 'second', 'a model', 'the purpose', 'two parts', 'the algorithm', 'the type', 'A corpus', 'the corpus', 'the identification', 'that hand', 'the size', 'the features', 'The full\nparses', 'one', 'that', 'two']","[0.13639718434839407, 0.12476420936291323, 0.11318772982332832, 0.11318772982332832, 0.11067774085900846, 0.10809272541392206, 0.09243902988581881, 0.08660408145111474, 0.08567108012312029, 0.06450403269380607, 0.0635279090368641, 0.061766457732883716, 0.058660800982985296, 0.056514359433000594, 0.055825525441528856, 0.052279173025968996, 0.05074818373585332, 0.04934096098182829, 0.04810241263861157, 0.04769696058945377, 0.04720600647752684, 0.0467815941865038, 0.04355394471080943, 0.03816025981955571, 0.03816025981955571, 0.03816025981955571, 0.03609055970026437, 0.034484538399534075, 0.034280264424078916, 0.033773311140225304, 0.030910134616891006, 0.030477635771618633, 0.02838286744241414, 0.02838286744241414, 0.02838286744241414, 0.027024435780382546, 0.026495842790181426, 0.02536626010593292, 0.02074276132203086, 0.020412268516489793, 0.020264094840096655, 0.020264094840096655, 0.019965458506891975, 0.01946417365740564, 0.01920062661374013, 0.019186143380298254, 0.015563667890366043, 0.0, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['negative training labels', 'sentential descriptions', 'word meanings', 'new video', 'sufficient training data', 'negative ones', 'only positive sentential labels', 'ML', 'DT', '(DT) positive sentential labels', 'meanings', 'the trained word models', 'recent work', 'smaller training\nsets', 'comparable results', 'the same problem', 'complex and realistic\nvideo clips', 'discriminatively training', 'which words', 'This new work', 'the video', 'the\nlearning problem', 'a weakly\nsupervised fashion', 'The new method', 'the sentence correspond', 'a maximum likelihood (ML) framework', 'both DT', '(i.e., ground words', 'a method', '  We', 'it', 'which']","[0.1534178836719755, 0.12575355924043147, 0.12274702357697011, 0.11860729385001889, 0.11405712939030209, 0.1086010353968775, 0.09359452198383236, 0.08339674951906925, 0.08149525414660964, 0.07730805694165008, 0.07486071938386422, 0.07320571664299043, 0.07080760562737747, 0.06699800664297717, 0.06656540526977381, 0.05926520958095298, 0.05463969676917265, 0.04951123278095823, 0.04919850071419926, 0.046829593489946926, 0.046703160254934345, 0.04636587057819742, 0.0444981360334371, 0.04272840038493637, 0.038948910821294015, 0.03887162384144039, 0.03764104553537764, 0.036586767289046515, 0.01904951524155173, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 6, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
